"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Full context"
" ыт А";"онссалк";"А ты ";"классно";" ";"вышел... """;"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А ты классно вышел... """
" онссалк ыт А";"лешыв";"А ты классно ";"вышел";"... ";"""";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А ты классно вышел... """
" ...лешыв онссалк ыт А";"""";"А ты классно вышел... ";"""";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А ты классно вышел... """
"";"А";"";"А";" ";"голос, которым Он, в смысле я";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" А";"солог";"А ";"голос";", ";"которым Он, в смысле я... говорит";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" ,солог А";"мыроток";"А голос, ";"которым";" ";"Он, в смысле я... говорит, -- это";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" мыроток ,солог А";"нО";"А голос, которым ";"Он";", ";"в смысле я... говорит, -- это же";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" ,нО мыроток ,солог А";"в";"А голос, которым Он, ";"в";" ";"смысле я... говорит, -- это же вообще";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" в ,нО мыроток ,солог А";"елсымс";"А голос, которым Он, в ";"смысле";" ";"я... говорит, -- это же вообще кошмар";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" елсымс в ,нО мыроток ,солог А";"я";"А голос, которым Он, в смысле ";"я";"... ";"говорит, -- это же вообще кошмар, этого";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" ...я елсымс в ,нО мыроток ,солог";"тировог";"голос, которым Он, в смысле я... ";"говорит";", -- ";"это же вообще кошмар, этого же";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" -- ,тировог ...я елсымс в ,нО мыроток";"отэ";"которым Он, в смысле я... говорит, -- ";"это";" ";"же вообще кошмар, этого же не";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" отэ -- ,тировог ...я елсымс в ,нО";"еж";"Он, в смысле я... говорит, -- это ";"же";" ";"вообще кошмар, этого же не может";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" еж отэ -- ,тировог ...я елсымс в";"ещбоов";"в смысле я... говорит, -- это же ";"вообще";" ";"кошмар, этого же не может быть";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" ещбоов еж отэ -- ,тировог ...я елсымс";"рамшок";"смысле я... говорит, -- это же вообще ";"кошмар";", ";"этого же не может быть";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" ,рамшок ещбоов еж отэ -- ,тировог ...я";"оготэ";"я... говорит, -- это же вообще кошмар, ";"этого";" ";"же не может быть";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" оготэ ,рамшок ещбоов еж отэ -- ,тировог";"еж";"говорит, -- это же вообще кошмар, этого ";"же";" ";"не может быть";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" еж оготэ ,рамшок ещбоов еж отэ";"ен";"это же вообще кошмар, этого же ";"не";" ";"может быть";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" ен еж оготэ ,рамшок ещбоов еж";"тежом";"же вообще кошмар, этого же не ";"может";" ";"быть";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
" тежом ен еж оготэ ,рамшок ещбоов";"ьтыб";"вообще кошмар, этого же не может ";"быть";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос, которым Он, в смысле я... говорит, -- это же вообще кошмар, этого же не может быть"
"";"Я";"";"Я";" ";"же слышу, как я говорю, ну";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Я же слышу, как я говорю, ну, слышу же"
" Я";"еж";"Я ";"же";" ";"слышу, как я говорю, ну, слышу";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Я же слышу, как я говорю, ну, слышу же"
" еж Я";"ушылс";"Я же ";"слышу";", ";"как я говорю, ну, слышу же";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Я же слышу, как я говорю, ну, слышу же"
" ,ушылс еж Я";"как";"Я же слышу, ";"как";" ";"я говорю, ну, слышу же";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Я же слышу, как я говорю, ну, слышу же"
" как ,ушылс еж Я";"я";"Я же слышу, как ";"я";" ";"говорю, ну, слышу же";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Я же слышу, как я говорю, ну, слышу же"
" я как ,ушылс еж Я";"юровог";"Я же слышу, как я ";"говорю";", ";"ну, слышу же";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Я же слышу, как я говорю, ну, слышу же"
" ,юровог я как ,ушылс еж Я";"ун";"Я же слышу, как я говорю, ";"ну";", ";"слышу же";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Я же слышу, как я говорю, ну, слышу же"
" ,ун ,юровог я как ,ушылс еж";"ушылс";"же слышу, как я говорю, ну, ";"слышу";" ";"же";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Я же слышу, как я говорю, ну, слышу же"
" ушылс ,ун ,юровог я как ,ушылс";"еж";"слышу, как я говорю, ну, слышу ";"же";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Я же слышу, как я говорю, ну, слышу же"
"";"А";"";"А";" ";"тут какой-то гнусавый, картавый";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тут какой-то гнусавый, картавый"
" А";"тут";"А ";"тут";" ";"какой-то гнусавый, картавый";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тут какой-то гнусавый, картавый"
" тут А";"от-йокак";"А тут ";"какой-то";" ";"гнусавый, картавый";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тут какой-то гнусавый, картавый"
" от-йокак тут А";"йывасунг";"А тут какой-то ";"гнусавый";", ";"картавый";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тут какой-то гнусавый, картавый"
" ,йывасунг от-йокак тут А";"йыватрак";"А тут какой-то гнусавый, ";"картавый";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тут какой-то гнусавый, картавый"
"";"И";"";"И";", ";"как бы просто так, скажешь: """;"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" ,И";"как";"И, ";"как";" ";"бы просто так, скажешь: ""Что-то";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" как ,И";"ыб";"И, как ";"бы";" ";"просто так, скажешь: ""Что-то звук";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" ыб как ,И";"отсорп";"И, как бы ";"просто";" ";"так, скажешь: ""Что-то звук как-то";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" отсорп ыб как ,И";"кат";"И, как бы просто ";"так";", ";"скажешь: ""Что-то звук как-то записался";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" ,кат отсорп ыб как ,И";"ьшежакс";"И, как бы просто так, ";"скажешь";": ";"""Что-то звук как-то записался странно";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" :ьшежакс ,кат отсорп ыб как ,И";"""";"И, как бы просто так, скажешь: ";"""";"";"Что-то звук как-то записался странно, да";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
""" :ьшежакс ,кат отсорп ыб как";"от-отЧ";"как бы просто так, скажешь: """;"Что-то";" ";"звук как-то записался странно, да";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" от-отЧ"" :ьшежакс ,кат отсорп ыб";"кувз";"бы просто так, скажешь: ""Что-то ";"звук";" ";"как-то записался странно, да";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" кувз от-отЧ"" :ьшежакс ,кат отсорп";"от-как";"просто так, скажешь: ""Что-то звук ";"как-то";" ";"записался странно, да";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" от-как кувз от-отЧ"" :ьшежакс ,кат";"ясласипаз";"так, скажешь: ""Что-то звук как-то ";"записался";" ";"странно, да";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" ясласипаз от-как кувз от-отЧ"" :ьшежакс";"оннартс";"скажешь: ""Что-то звук как-то записался ";"странно";", ";"да";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
" ,оннартс ясласипаз от-как кувз от-отЧ""";"ад";"""Что-то звук как-то записался странно, ";"да";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И, как бы просто так, скажешь: ""Что-то звук как-то записался странно, да"
"";"от-каК";"";"Как-то";" ";"голос звучит плохо """;"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Как-то голос звучит плохо """
" от-каК";"солог";"Как-то ";"голос";" ";"звучит плохо """;"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Как-то голос звучит плохо """
" солог от-каК";"тичувз";"Как-то голос ";"звучит";" ";"плохо """;"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Как-то голос звучит плохо """
" тичувз солог от-каК";"охолп";"Как-то голос звучит ";"плохо";" ";"""";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Как-то голос звучит плохо """
" охолп тичувз солог от-каК";"""";"Как-то голос звучит плохо ";"""";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Как-то голос звучит плохо """
"";"А";"";"А";" ";"тебе отвечают: ""Да нет, твой";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
" А";"ебет";"А ";"тебе";" ";"отвечают: ""Да нет, твой голос";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
" ебет А";"тюачевто";"А тебе ";"отвечают";": ";"""Да нет, твой голос... нормальный";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
" :тюачевто ебет А";"""";"А тебе отвечают: ";"""";"";"Да нет, твой голос... нормальный, как";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
""" :тюачевто ебет А";"аД";"А тебе отвечают: """;"Да";" ";"нет, твой голос... нормальный, как всегда";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
" аД"" :тюачевто ебет А";"тен";"А тебе отвечают: ""Да ";"нет";", ";"твой голос... нормальный, как всегда";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
" ,тен аД"" :тюачевто ебет А";"йовт";"А тебе отвечают: ""Да нет, ";"твой";" ";"голос... нормальный, как всегда";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
" йовт ,тен аД"" :тюачевто ебет";"солог";"тебе отвечают: ""Да нет, твой ";"голос";"... ";"нормальный, как всегда";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
" ...солог йовт ,тен аД"" :тюачевто";"йыньламрон";"отвечают: ""Да нет, твой голос... ";"нормальный";", ";"как всегда";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
" ,йыньламрон ...солог йовт ,тен аД""";"как";"""Да нет, твой голос... нормальный, ";"как";" ";"всегда";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
" как ,йыньламрон ...солог йовт ,тен аД";"адгесв";"Да нет, твой голос... нормальный, как ";"всегда";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А тебе отвечают: ""Да нет, твой голос... нормальный, как всегда"
"";"отЭ";"";"Это";" ";"мой... """;"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Это мой... """
" отЭ";"йом";"Это ";"мой";"... ";"""";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Это мой... """
" ...йом отЭ";"""";"Это мой... ";"""";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Это мой... """
"";"А";"";"А";" ";"голос-то ужасный";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос-то ужасный"
" А";"солог";"А ";"голос";"-";"то ужасный";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос-то ужасный"
"-солог А";"от";"А голос-";"то";" ";"ужасный";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос-то ужасный"
" от-солог А";"йынсажу";"А голос-то ";"ужасный";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"А голос-то ужасный"
"";"йымоканзеН";"";"Незнакомый";" ";"голос";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Незнакомый голос"
" йымоканзеН";"солог";"Незнакомый ";"голос";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Незнакомый голос"
"";"йымоканзеН";"";"Незнакомый";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Незнакомый"
